all_acc_claude-3-5-sonnet,all_acc_ma_claude-3-5-sonnet,all_acc_gpt-4,all_acc_ma_gpt-4,all_acc_gpt-35,all_acc_ma_gpt-35,all_acc_mixtral-8x7b,all_acc_ma_mixtral-8x7b,all_acc_mistral-7b,all_acc_ma_mistral-7b,all_acc_llama3,all_acc_ma_llama3,all_acc_qwen2-7b,all_acc_ma_qwen2-7b,all_acc_gemma2-2b,all_acc_ma_gemma2-2b,date
0.8185185185185185,0.8185185185185185,0.6592592592592592,0.6592592592592592,0.6185185185185185,0.6185185185185185,0.5851851851851851,0.5851851851851851,0.5592592592592592,0.5592592592592592,0.6777777777777778,0.6777777777777778,0.6407407407407407,0.6407407407407407,0.6148148148148148,0.6148148148148148,2020-01-01
0.8029739776951673,0.8107462481068429,0.6431226765799256,0.6511909679195924,0.6282527881040892,0.6233856533113038,0.550185873605948,0.5676855293955665,0.5427509293680297,0.5510050943136444,0.620817843866171,0.6492978108219745,0.5650557620817844,0.6028982514112626,0.587360594795539,0.6010877048051769,2020-02-01
0.8221476510067114,0.8145467157401324,0.7281879194630873,0.6768566184340906,0.6442953020134228,0.6303555362120101,0.6073825503355704,0.5809178697089011,0.6140939597315436,0.5720347161196108,0.6644295302013423,0.6543417172817637,0.6510067114093959,0.6189344047439737,0.5738255033557047,0.5920003043220196,2020-03-01
0.8535714285714285,0.8243028939479564,0.7035714285714286,0.6835353209684252,0.6214285714285714,0.6281237950161505,0.5892857142857143,0.5830098308531044,0.6142857142857143,0.5825974656611367,0.6285714285714286,0.6478991451041799,0.6107142857142858,0.6168793749865518,0.6428571428571429,0.6047145139558003,2020-04-01
0.8421052631578947,0.8278633677899441,0.7157894736842105,0.6899861515115823,0.6175438596491228,0.6260078079427449,0.5649122807017544,0.5793903208228344,0.5333333333333333,0.572744639195576,0.6912280701754386,0.6565649301184318,0.6210526315789474,0.6177140263050308,0.6035087719298246,0.6044733655506052,2020-05-01
0.8245614035087719,0.8290719447879947,0.6947368421052632,0.697081668080783,0.6280701754385964,0.6279181393267604,0.6140350877192983,0.5851603013296571,0.5543859649122806,0.5717699803261803,0.6385964912280702,0.6487286728084901,0.624561403508772,0.6144781588586371,0.5894736842105263,0.5994051394297475,2020-06-01
0.7881944444444444,0.8261160381378503,0.6979166666666666,0.7080404660981312,0.6493055555555556,0.6321286928170539,0.5902777777777778,0.593178682164023,0.6041666666666666,0.5840531277859078,0.6354166666666666,0.6516484373685892,0.6423611111111112,0.6299392286645025,0.5520833333333334,0.5923496871373063,2020-07-01
0.8181818181818182,0.8253228715728715,0.7138047138047138,0.7051638249664566,0.6632996632996633,0.635929565074302,0.6161616161616161,0.5949344953292323,0.5723905723905723,0.5757124503177135,0.6734006734006734,0.6534426660084555,0.6666666666666666,0.6330712197159566,0.6026936026936027,0.5981233070048859,2020-08-01
0.8109090909090909,0.8167904040404041,0.7163636363636363,0.7077222665248981,0.6290909090909091,0.6374620326067695,0.5454545454545454,0.5861682615629984,0.5636363636363636,0.5655825801878434,0.6363636363636364,0.6550011075668971,0.6327272727272727,0.6374738171185539,0.5636363636363636,0.5822791511607301,2020-09-01
0.7607142857142857,0.8005122085516823,0.7071428571428572,0.7059929432166274,0.5821428571428572,0.6303818321055163,0.5142857142857142,0.5760429482797904,0.5071428571428571,0.560344484949748,0.6214285714285714,0.6410412078175236,0.6178571428571429,0.6368347193741931,0.5285714285714286,0.5672916824890508,2020-10-01
0.8350515463917526,0.8026102371282784,0.718213058419244,0.7106881864794236,0.6460481099656358,0.6339774190109242,0.6082474226804123,0.5748854152720131,0.6254295532646048,0.5745532026202128,0.6941580756013745,0.6521535246921845,0.6288659793814433,0.6376956345487274,0.6048109965635738,0.5703591449596603,2020-11-01
0.7692307692307693,0.7988175020855433,0.6588628762541806,0.7028774283969264,0.6120401337792643,0.6265243346556659,0.5484949832775919,0.566528856371976,0.6086956521739131,0.5754589997216621,0.6220735785953178,0.6494849070779147,0.5852842809364549,0.6262802685137961,0.5819397993311036,0.5763304381592145,2020-12-01
0.8041958041958042,0.7960202992883405,0.6888111888111889,0.6978787233982213,0.6118881118881119,0.6162420243733556,0.5804195804195804,0.5593804492235688,0.541958041958042,0.5693724936351561,0.6748251748251748,0.6497698073628151,0.6153846153846154,0.6160238582573859,0.5734265734265734,0.5704770323058086,2021-01-01
0.7540983606557377,0.78465815323767,0.6147540983606558,0.6775568157976253,0.6557377049180327,0.6215713835387804,0.5368852459016393,0.5576665893129876,0.5901639344262295,0.5746780077931293,0.610655737704918,0.6446282276310713,0.5286885245901639,0.5952161086299641,0.6147540983606558,0.580700579250667,2021-02-01
0.8083623693379791,0.7941877699624085,0.7038327526132404,0.6768947948917019,0.5923344947735192,0.6236097110649127,0.5958188153310104,0.5739732095220469,0.5818815331010453,0.589625742984767,0.6829268292682927,0.6569278791990156,0.6515679442508711,0.6019582689087097,0.6202090592334495,0.5990281053830713,2021-03-01
