all_acc_claude-3-5-sonnet,all_acc_ma_claude-3-5-sonnet,all_acc_gpt-4,all_acc_ma_gpt-4,all_acc_gpt-35,all_acc_ma_gpt-35,all_acc_mixtral-8x7b,all_acc_ma_mixtral-8x7b,all_acc_mistral-7b,all_acc_ma_mistral-7b,all_acc_llama3,all_acc_ma_llama3,all_acc_qwen2-7b,all_acc_ma_qwen2-7b,all_acc_gemma2-2b,all_acc_ma_gemma2-2b,date
0.7352941176470589,0.7352941176470589,0.680672268907563,0.680672268907563,0.5252100840336135,0.5252100840336135,0.5840336134453782,0.5840336134453782,0.5672268907563025,0.5672268907563025,0.5168067226890757,0.5168067226890757,0.5504201680672269,0.5504201680672269,0.5042016806722689,0.5042016806722689,2020-01-01
0.7866108786610879,0.7609524981540734,0.7238493723849372,0.7022608206462502,0.5230125523012552,0.5241113181674344,0.5690376569037657,0.576535635174572,0.4769874476987448,0.5221071692275236,0.5564853556485355,0.5366460391688056,0.5941422594142259,0.5722812137407265,0.4853556485355648,0.4947786646039168,2020-02-01
0.7827715355805244,0.768225510629557,0.6779026217228464,0.6941414210051157,0.5056179775280899,0.5179468712876528,0.5730337078651685,0.5753683260714375,0.4756554307116105,0.506623256388886,0.5205992509363296,0.5312971097579803,0.50187265917603,0.5488116955524943,0.4569288389513108,0.4821620560530482,2020-03-01
0.7805907172995781,0.7713168122970623,0.729957805907173,0.7030955172306299,0.5358649789029536,0.5224263981914781,0.5991561181434599,0.5813152740894431,0.4641350210970464,0.496001197565926,0.4894514767932489,0.5208357015167975,0.5949367088607594,0.5603429488795606,0.4852320675105485,0.4829295589174233,2020-04-01
0.7630522088353414,0.7696638916047182,0.7429718875502008,0.7110707912945441,0.4417670682730923,0.5062945322078009,0.5020080321285141,0.5654538256972572,0.4779116465863454,0.4923832873700099,0.5261044176706827,0.5218894447475745,0.5582329317269076,0.5599209454490299,0.4819277108433735,0.4827291893026134,2020-05-01
0.7682926829268293,0.7762636046606722,0.6747967479674797,0.7098956871065274,0.5487804878048781,0.5110086129620539,0.5772357723577236,0.5640942574797263,0.5121951219512195,0.4813769336089933,0.5609756097560976,0.5307232221609789,0.6097560975609756,0.5717881313477797,0.483739837398374,0.4786368206478343,2020-06-01
0.7634854771784232,0.7716385243641393,0.7178423236514523,0.7086942773598304,0.4688796680497925,0.5001820361117613,0.5809128630705395,0.566469298713081,0.5518672199170125,0.4963528880526469,0.5477178423236515,0.528969719496002,0.5311203319502075,0.559183745854976,0.4730290456431535,0.476171500069352,2020-07-01
0.7628458498023716,0.7676533872085087,0.6877470355731226,0.7106631601298857,0.4624505928853755,0.4915485591832184,0.5849802371541502,0.5688586045708774,0.4901185770750988,0.4992455173253445,0.4901185770750988,0.522873584723756,0.5454545454545454,0.5679001231106791,0.5098814229249012,0.4867620168640701,2020-08-01
0.7344398340248963,0.7584232105535724,0.6514522821576764,0.6949620553799863,0.4771784232365145,0.4798112480499307,0.5435684647302904,0.5577410738882436,0.4647302904564315,0.4993645711972215,0.5062240663900415,0.5262281026431144,0.5477178423236515,0.5584563498032574,0.4273858921161825,0.4751927817851969,2020-09-01
0.7479674796747967,0.7554062647214634,0.7195121951219512,0.6902701168943365,0.4959349593495935,0.4906448262652308,0.5772357723577236,0.5727866219340855,0.483739837398374,0.5005302093596273,0.5284552845528455,0.526698276019547,0.5284552845528455,0.5525008203684452,0.5,0.4788072396165223,2020-10-01
0.819327731092437,0.7656132743545849,0.7521008403361344,0.7057309353680674,0.5252100840336135,0.4859307455109778,0.634453781512605,0.5842302237650616,0.5336134453781513,0.5048138740450137,0.5672268907563025,0.527948532219588,0.5462184873949579,0.5397932983352416,0.4747899159663865,0.4770172553301247,2020-11-01
0.7782101167315175,0.7685582022652039,0.7159533073929961,0.7053531321163762,0.5252918287937743,0.4972131776597742,0.5642023346303502,0.5808881180770239,0.5136186770428015,0.4971641654701714,0.4863813229571984,0.5156812283462975,0.5330739299610895,0.540184017937418,0.4630350194552529,0.4750184500925446,2020-12-01
0.816,0.7791890323047295,0.724,0.7126037250017516,0.54,0.5127230590826992,0.572,0.5782920706461938,0.528,0.5047404500551517,0.516,0.5208575129312776,0.52,0.5350931088465088,0.528,0.4786421655075644,2021-01-01
0.748792270531401,0.7820595196060304,0.7729468599033816,0.7369026405508927,0.4927536231884058,0.5158380990730774,0.5603864734299517,0.5816556723861261,0.4879227053140096,0.5093789330266673,0.5652173913043478,0.5326561779141389,0.5314009661835749,0.5318297336184936,0.5169082125603864,0.4965466295964051,2021-02-01
0.7786561264822134,0.7881972489675138,0.7075098814229249,0.7345021778110874,0.5335968379446641,0.5233704747920915,0.5889328063241107,0.5839950791794035,0.5375494071146245,0.5201408469699174,0.5138339920948617,0.5297319194225422,0.6324110671936759,0.5526208901466596,0.4822134387351778,0.4929893173434408,2021-03-01
0.771551724137931,0.7786420475766126,0.7370689655172413,0.7314958028473088,0.5258620689655172,0.5235008717784724,0.5689655172413793,0.5708974263251584,0.5387931034482759,0.5211767785839423,0.5086206896551724,0.518010679202316,0.5560344827586207,0.5545840892193923,0.5301724137931034,0.5040658169087842,2021-04-01
0.7613168724279835,0.7752633987159058,0.6707818930041153,0.7224615199695326,0.5185185185185185,0.5221462097234211,0.5679012345679012,0.5716372063126686,0.48559670781893,0.515572384739168,0.5390946502057613,0.5285533446520285,0.5061728395061729,0.5492038711284088,0.4773662551440329,0.5069320640465401,2021-05-01
0.7851239669421488,0.7690881921043355,0.6570247933884298,0.7090664786472185,0.4669421487603306,0.5075346394754872,0.5867768595041323,0.5745925782134951,0.512396694214876,0.5124517235821433,0.5289256198347108,0.5311384686189708,0.5619834710743802,0.557600565343285,0.4752066115702479,0.4963733863605897,2021-06-01
0.7297297297297297,0.7652756839440013,0.6718146718146718,0.6888400410294766,0.4864864864864865,0.5062812121351034,0.6061776061776062,0.583750804763026,0.4903474903474903,0.5129366805888393,0.528957528957529,0.523886496149607,0.5135135135135135,0.5540230748092727,0.4671814671814672,0.4864280372848059,2021-07-01
0.7580645161290323,0.7611573618733651,0.6895161290322581,0.6852412905513433,0.4354838709677419,0.4866586187397189,0.592741935483871,0.5845126305949779,0.5483870967741935,0.5151042185207532,0.5645161290322581,0.5340229235370864,0.5443548387096774,0.5364118291124729,0.5120967741935484,0.49240470437648,2021-08-01
0.7735042735042735,0.7615478717466335,0.7350427350427351,0.6848360444564421,0.5170940170940171,0.4849050083654189,0.5427350427350427,0.5792665356937107,0.5470085470085471,0.5167473072328075,0.5341880341880342,0.5391363924436587,0.5897435897435898,0.5431536505094667,0.5512820512820513,0.4966266318742695,2021-09-01
0.8395061728395061,0.777185731828938,0.7530864197530864,0.7012969498062362,0.5267489711934157,0.4865510989003983,0.6378600823045267,0.5932583052410358,0.6008230452674898,0.5397925747225193,0.6213991769547325,0.5555972977934529,0.6666666666666666,0.5752524159415654,0.6008230452674898,0.5213179898989609,2021-10-01
0.7911646586345381,0.778393870167416,0.7389558232931727,0.7176831557871848,0.5461847389558233,0.5023996169394969,0.5220883534136547,0.5803206040229403,0.5461847389558233,0.5465501836707088,0.5863453815261044,0.5670812501317316,0.5742971887550201,0.5777151594776935,0.5261044176706827,0.5314975511190478,2021-11-01
